Indicator Category,Indicator Name,School / District,School / District Level,School / District Type,Region,Entity ID,Entity Name,Category,2024,2023,2022
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,95,Chesterfield,Educator,97.58%,100.00%,100.00%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,101,Claremont,Educator,85.29%,93.25%,95.12%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,112,Contoocook Valley,Educator,88.12%,94.86%,94.66%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,115,Cornish,Educator,78.43%,76.32%,98.11%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,117,Croydon,Educator,90.00%,90.00%,87.50%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,142,Dresden,Educator,95.31%,96.87%,96.69%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,174,Fall Mountain Regional,Educator,88.61%,95.36%,95.39%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,211,Grantham,Educator,100.00%,100.00%,100.00%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,233,Hanover,Educator,98.29%,99.31%,98.68%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,235,Harrisville,Educator,100.00%,70.00%,100.00%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,245,Henniker,Educator,81.37%,84.88%,99.47%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,251,Hillsboro-Deering Cooperative,Educator,99.28%,97.32%,99.31%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,255,Hinsdale,Educator,73.11%,79.52%,87.14%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,259,Hollis,Educator,98.76%,98.84%,99.39%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,260,Hollis-Brookline Cooperative,Educator,97.37%,96.83%,96.48%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,263,Hopkinton,Educator,97.85%,98.79%,99.21%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,274,Jaffrey-Rindge Cooperative,Educator,87.47%,92.49%,95.69%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,275,John Stark Regional,Educator,87.30%,86.44%,93.16%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,276,Kearsarge Regional,Educator,96.82%,99.61%,99.23%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,279,Keene,Educator,92.52%,92.36%,94.11%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,295,Lebanon,Educator,95.39%,97.54%,96.23%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,299,Lempster,Educator,85.96%,75.00%,81.01%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,327,Lyme,Educator,NA,89.55%,92.31%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,339,Marlborough,Educator,67.65%,77.42%,95.24%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,341,Marlow,Educator,62.37%,100.00%,100.00%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,342,Mascenic Regional,Educator,96.04%,94.74%,97.74%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,345,Mason,Educator,100.00%,100.00%,88.89%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,357,Milford,Educator,91.22%,96.51%,97.09%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,363,Monadnock Regional,Educator,96.23%,95.20%,97.09%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,375,Nelson,Educator,96.36%,100.00%,100.00%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,401,Newport,Educator,94.55%,90.16%,82.93%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,441,Plainfield,Educator,95.76%,100.00%,94.00%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,457,Rivendell,Educator,76.85%,82.82%,100.00%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,503,Stoddard,Educator,50.00%,75.00%,87.50%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,513,Sullivan,Educator,NA,NA,NA
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,515,Sunapee,Educator,80.61%,82.31%,80.82%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,519,Surry,Educator,,,NA
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,539,Unity,Educator,72.31%,69.81%,73.47%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,551,Washington,Educator,100.00%,100.00%,100.00%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,555,Weare,Educator,87.90%,85.99%,90.58%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,563,Westmoreland,Educator,87.37%,96.36%,90.91%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,572,Wilton-Lyndeborough Cooperative,Educator,84.68%,100.00%,100.00%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,573,Winchester,Educator,86.49%,97.56%,96.88%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,717,Surry Village Charter School,Educator,NA,NA,NA
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,719,Ledyard Charter School,Educator,NA,NA,22.00%
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,722,Lionheart Classical Academy Chartered Public School,Educator,NA,NA,
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,724,River View Chartered Public School,Educator,NA,,
Educator,Classes by Certified Educators in the Subject (%),District,District,District,Southwest,750,Gathering Waters Charter School,Educator,NA,NA,NA
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,15,Alton,Educator,94.24%,93.17%,85.27%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,19,Andover,Educator,65.43%,66.67%,98.80%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,23,Ashland,Educator,0.00%,77.72%,84.38%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,31,Barnstead,Educator,56.35%,71.10%,80.51%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,57,Bow,Educator,83.70%,88.09%,92.13%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,75,Campton,Educator,88.56%,97.25%,89.50%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,111,Concord,Educator,89.93%,91.61%,92.98%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,149,Dunbarton,Educator,98.48%,100.00%,77.61%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,185,Franklin,Educator,63.37%,65.30%,65.13%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,187,Freedom,Educator,NA,100.00%,100.00%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,191,Gilford,Educator,87.73%,90.98%,86.47%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,195,Gilmanton,Educator,97.00%,95.65%,89.77%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,208,Governor Wentworth Regional,Educator,85.96%,87.90%,88.33%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,247,Hill,Educator,100.00%,100.00%,84.13%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,257,Holderness,Educator,84.40%,86.73%,89.58%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,269,Inter-Lakes Cooperative,Educator,89.20%,90.37%,89.27%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,285,Laconia,Educator,79.33%,81.27%,83.08%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,333,Madison,Educator,83.33%,89.47%,95.00%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,343,Mascoma Valley Regional,Educator,75.13%,79.45%,74.46%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,352,Merrimack Valley,Educator,73.21%,81.78%,86.62%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,369,Moultonborough,Educator,81.95%,82.21%,83.27%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,388,Newfound Area,Educator,70.68%,66.67%,64.86%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,428,Pemi-Baker Regional,Educator,88.29%,92.73%,97.38%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,439,Pittsfield,Educator,71.33%,76.08%,87.84%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,447,Plymouth,Educator,97.25%,98.81%,97.24%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,467,Rumney,Educator,87.50%,86.89%,87.23%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,486,Shaker Regional,Educator,73.06%,77.60%,82.71%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,525,Tamworth,Educator,76.14%,88.89%,92.11%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,531,Thornton,Educator,82.80%,83.33%,91.53%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,553,Waterville Valley,Educator,63.33%,74.07%,70.00%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,559,Wentworth,Educator,74.39%,50.00%,82.93%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,582,Winnisquam Regional,Educator,74.26%,81.61%,83.18%
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,704,Mountain Village Charter School,Educator,NA,NA,NA
Educator,Classes by Experienced Educators (%),District,District,District,Lakes Region,723,CSI Charter School,Educator,NA,NA,100.00%
